Date,Open,High,Low,Close,Adj Close,Volume
1991-09-30,6.786900043487549,6.786900043487549,6.786900043487549,6.786900043487549,1.9362962245941162,0.0
1991-10-31,7.507629871368408,7.507629871368408,7.507629871368408,7.507629871368408,2.141920328140259,0.0
1991-11-29,7.407529830932617,7.407529830932617,7.407529830932617,7.407529830932617,2.11336088180542,0.0
1991-12-31,7.868000030517578,7.868000030517578,7.868000030517578,7.868000030517578,2.2447335720062256,0.0
1992-01-31,7.327449798583984,7.327449798583984,7.327449798583984,7.327449798583984,2.0905144214630127,0.0
1992-02-28,7.447569847106934,7.447569847106934,7.447569847106934,7.447569847106934,2.1247851848602295,0.0
1992-03-31,7.357480049133301,7.357480049133301,7.357480049133301,7.357480049133301,2.0990822315216064,0.0
1992-04-03,,,,,,
1992-04-30,7.567689895629883,7.567689895629883,7.567689895629883,7.567689895629883,2.1590542793273926,0.0
1992-05-29,7.687819957733154,7.687819957733154,7.687819957733154,7.687819957733154,2.193328380584717,0.0
1992-06-30,7.167290210723877,7.167290210723877,7.167290210723877,7.167290210723877,2.044821262359619,0.0
1992-07-31,7.207330226898193,7.207330226898193,7.207330226898193,7.207330226898193,2.0562448501586914,0.0
1992-08-31,6.866980075836182,6.866980075836182,6.866980075836182,6.866980075836182,1.9591429233551025,0.0
1992-09-30,6.156260013580322,6.156260013580322,6.156260013580322,6.156260013580322,1.7563755512237549,0.0
1992-10-01,,,,,,
1992-10-30,5.865960121154785,5.865960121154785,5.865960121154785,5.865960121154785,1.7297475337982178,0.0
1992-11-30,6.0661702156066895,6.0661702156066895,6.0661702156066895,6.0661702156066895,1.7887850999832153,0.0
1992-12-31,6.0661702156066895,6.0661702156066895,6.0661702156066895,6.0661702156066895,1.7887850999832153,0.0
1993-01-29,6.006110191345215,6.006110191345215,6.006110191345215,6.006110191345215,1.7710751295089722,0.0
1993-02-26,6.736849784851074,6.736849784851074,6.736849784851074,6.736849784851074,1.986554503440857,0.0
1993-03-31,7.8079400062561035,7.8079400062561035,7.8079400062561035,7.8079400062561035,2.3023970127105713,0.0
1993-04-02,,,,,,
1993-04-30,8.18832015991211,8.18832015991211,8.18832015991211,8.18832015991211,2.414562940597534,0.0
1993-05-31,8.348489761352539,8.348489761352539,8.348489761352539,8.348489761352539,2.4617929458618164,0.0
1993-06-30,8.698840141296387,8.698840141296387,8.698840141296387,8.698840141296387,2.5651044845581055,0.0
1993-07-30,8.94909954071045,8.94909954071045,8.94909954071045,8.94909954071045,2.6389005184173584,0.0
1993-08-31,9.609769821166992,9.609769821166992,9.609769821166992,9.609769821166992,2.8337178230285645,0.0
1993-09-27,,,,,,
1993-09-29,,,,,,
1993-09-30,9.209360122680664,9.209360122680664,9.209360122680664,9.209360122680664,2.7156453132629395,0.0
1993-10-29,10.110300064086914,10.110300064086914,10.110300064086914,10.110300064086914,2.981313467025757,0.0
1993-11-30,9.429590225219727,9.429590225219727,9.429590225219727,9.429590225219727,2.780587673187256,0.0
1993-12-31,9.559720039367676,9.559720039367676,9.559720039367676,9.559720039367676,2.818959951400757,0.0
1994-01-31,9.769929885864258,9.769929885864258,9.769929885864258,9.769929885864258,2.880945920944214,0.0
1994-02-28,9.229379653930664,9.229379653930664,9.229379653930664,9.229379653930664,2.7215490341186523,0.0
1994-03-31,8.338479995727539,8.338479995727539,8.338479995727539,8.338479995727539,2.4588422775268555,0.0
1994-04-29,8.238380432128906,8.238380432128906,8.238380432128906,8.238380432128906,2.4293243885040283,0.0
1994-05-31,8.08821964263916,8.08821964263916,8.08821964263916,8.08821964263916,2.385045289993286,0.0
1994-06-30,7.777910232543945,7.777910232543945,7.777910232543945,7.777910232543945,2.2935409545898438,0.0
1994-07-29,8.028160095214844,8.028160095214844,8.028160095214844,8.028160095214844,2.367335081100464,0.0
1994-08-31,7.657790184020996,7.657790184020996,7.657790184020996,7.657790184020996,2.258119583129883,0.0
1994-09-28,,,,,,
1994-09-30,7.447569847106934,7.447569847106934,7.447569847106934,7.447569847106934,2.1961312294006348,0.0
1994-10-31,7.457580089569092,7.457580089569092,7.457580089569092,7.457580089569092,2.199082612991333,0.0
1994-11-30,7.367489814758301,7.367489814758301,7.367489814758301,7.367489814758301,2.1725170612335205,0.0
1994-12-30,7.958089828491211,7.958089828491211,7.958089828491211,7.958089828491211,2.3466718196868896,0.0
1995-01-31,8.258399963378906,8.258399963378906,8.258399963378906,8.258399963378906,2.435227155685425,0.0
1995-02-28,9.019169807434082,9.019169807434082,9.019169807434082,9.019169807434082,2.6595616340637207,0.0
1995-03-31,8.959110260009766,8.959110260009766,8.959110260009766,8.959110260009766,2.641853094100952,0.0
1995-04-03,,,,,,
1995-04-28,9.419580459594727,9.419580459594727,9.419580459594727,9.419580459594727,2.8939201831817627,0.0
1995-05-31,9.179329872131348,9.179329872131348,9.179329872131348,9.179329872131348,2.8201096057891846,0.0
1995-06-30,9.339500427246094,9.339500427246094,9.339500427246094,9.339500427246094,2.8693177700042725,0.0
1995-07-31,9.339500427246094,9.339500427246094,9.339500427246094,9.339500427246094,2.8693177700042725,0.0
1995-08-31,9.82999038696289,9.82999038696289,9.82999038696289,9.82999038696289,3.0200083255767822,0.0
1995-09-27,,,,,,
1995-09-29,10.250399589538574,10.250399589538574,10.250399589538574,10.250399589538574,3.149167776107788,0.0
1995-10-31,10.010199546813965,10.010199546813965,10.010199546813965,10.010199546813965,3.075373649597168,0.0
1995-11-30,10.490699768066406,10.490699768066406,10.490699768066406,10.490699768066406,3.2229936122894287,0.0
1995-12-29,10.821000099182129,10.821000099182129,10.821000099182129,10.821000099182129,3.324470043182373,0.0
1996-01-31,11.711899757385254,11.711899757385254,11.711899757385254,11.711899757385254,3.598175525665283,0.0
1996-02-28,,,,,,
1996-02-29,10.831000328063965,10.831000328063965,10.831000328063965,10.831000328063965,3.327540397644043,0.0
1996-03-29,10.000200271606445,10.000200271606445,10.000200271606445,10.000200271606445,3.072300672531128,0.0
1996-04-30,10.460599899291992,10.460599899291992,10.460599899291992,10.460599899291992,3.2137465476989746,0.0
1996-05-27,,,,,,
1996-05-31,10.145000457763672,10.145000457763672,10.145000457763672,10.145000457763672,3.116786003112793,0.0
1996-06-28,10.403599739074707,10.403599739074707,10.403599739074707,10.403599739074707,3.1962344646453857,0.0
1996-07-31,10.373800277709961,10.373800277709961,10.373800277709961,10.373800277709961,3.187079906463623,0.0
1996-08-29,,,,,,
1996-08-30,10.841300010681152,10.841300010681152,10.841300010681152,10.841300010681152,3.3307063579559326,0.0
1996-09-30,11.55739974975586,11.55739974975586,11.55739974975586,11.55739974975586,3.5507092475891113,0.0
1996-10-31,11.786100387573242,11.786100387573242,11.786100387573242,11.786100387573242,3.620971918106079,0.0
1996-11-29,11.915399551391602,11.915399551391602,11.915399551391602,11.915399551391602,3.660696029663086,0.0
1996-12-31,11.975099563598633,11.975099563598633,11.975099563598633,11.975099563598633,3.679037094116211,0.0
1997-01-31,12.691200256347656,12.691200256347656,12.691200256347656,12.691200256347656,3.8990395069122314,0.0
1997-02-19,,,,,,
1997-02-28,12.750900268554688,12.750900268554688,12.750900268554688,12.750900268554688,3.9173810482025146,0.0
1997-03-27,12.681300163269043,12.681300163269043,12.681300163269043,12.681300163269043,3.8959991931915283,0.0
1997-04-30,13.845000267028809,13.845000267028809,13.845000267028809,13.845000267028809,4.253515720367432,0.0
1997-05-30,14.038900375366211,14.038900375366211,14.038900375366211,14.038900375366211,4.313086032867432,0.0
1997-06-30,15.913800239562988,15.913800239562988,15.913800239562988,15.913800239562988,4.889100074768066,0.0
1997-07-31,16.560300827026367,16.560300827026367,16.560300827026367,16.560300827026367,5.08772087097168,0.0
1997-08-14,,,,,,
1997-08-29,14.958999633789062,14.958999633789062,14.958999633789062,14.958999633789062,4.595762252807617,0.0
1997-09-30,16.948200225830078,16.948200225830078,16.948200225830078,16.948200225830078,5.206891059875488,0.0
1997-10-31,16.261899948120117,16.261899948120117,16.261899948120117,16.261899948120117,4.99604606628418,0.0
1997-11-28,17.256500244140625,17.256500244140625,17.256500244140625,17.256500244140625,5.301610469818115,0.0
1997-12-31,17.505199432373047,17.505199432373047,17.505199432373047,17.505199432373047,5.378017425537109,0.0
1998-01-30,18.151599884033203,18.151599884033203,18.151599884033203,18.151599884033203,5.57660436630249,0.0
1998-02-18,,,,,,
1998-02-27,18.151599884033203,18.151599884033203,18.151599884033203,18.151599884033203,5.57660436630249,0.0
1998-03-31,17.83340072631836,17.83340072631836,17.83340072631836,17.83340072631836,5.478847026824951,0.0
1998-04-30,18.300800323486328,18.300800323486328,18.300800323486328,18.300800323486328,5.62244176864624,0.0
1998-05-29,18.68869972229004,18.68869972229004,18.68869972229004,18.68869972229004,5.741615295410156,0.0
1998-06-30,18.738500595092773,18.738500595092773,18.738500595092773,18.738500595092773,5.756915092468262,0.0
1998-07-31,20.439300537109375,20.439300537109375,20.439300537109375,20.439300537109375,6.279441833496094,0.0
1998-08-19,,,,,,
1998-08-31,18.499799728393555,18.499799728393555,18.499799728393555,18.499799728393555,5.683582305908203,0.0
1998-09-30,19.852399826049805,19.852399826049805,19.852399826049805,19.852399826049805,6.099132061004639,0.0
1998-10-30,19.782800674438477,19.782800674438477,19.782800674438477,19.782800674438477,6.0777506828308105,0.0
1998-11-30,21.83169937133789,21.83169937133789,21.83169937133789,21.83169937133789,6.70721960067749,0.0
1998-12-31,23.02519989013672,23.02519989013672,23.02519989013672,23.02519989013672,7.073891639709473,0.0
1999-01-04,23.44300079345703,23.44300079345703,22.776599884033203,22.776599884033203,6.997515678405762,1050290.0
1999-01-05,23.14459991455078,23.14459991455078,22.776599884033203,22.786500930786133,7.000556468963623,1763573.0
1999-01-06,23.075000762939453,23.075000762939453,22.925800323486328,22.970600128173828,7.057119369506836,1385310.0
1999-01-07,23.77120018005371,23.77120018005371,23.11479949951172,23.57229995727539,7.241973876953125,2657203.0
1999-01-08,23.393299102783203,23.393299102783203,22.975500106811523,23.075000762939453,7.089191436767578,929049.0
1999-01-11,23.224199295043945,23.224199295043945,22.726900100708008,22.832300186157227,7.014626979827881,763036.0
1999-01-12,22.671199798583984,22.671199798583984,22.428499221801758,22.577699661254883,6.936409950256348,878735.0
1999-01-13,22.428499221801758,22.428499221801758,22.219600677490234,22.245500564575195,6.8343505859375,1347803.0
